date,ticker,company,headline,source,url,raw_source,relevance_level,use_in_model,event_type,notes
2026-03-17,LUV,Southwest Airlines,"Delta, American Hike Forecasts; Airlines Rally As Demand Outweighs Fuel Spike - Investor's Business Daily",Investor's Business Daily,https://news.google.com/rss/articles/CBMizwFBVV95cUxNZnRYVHQtdTBfN1p6Z3FKZzRlWDBMZ3J6eE16ci1VVnpRSUYtTndvUDh2Vlh5TDdJLTRoam56aEw5dXkxb3R3b0EtTkpZdWRaRl96eTFNbDluV216blc4akRHZE1PY0ozN21nLXBzUmdfT0xnN0lieWVZYW42QWFkTG1rU0M0d1ZpSGRqWEV1T0N3eDBKQVExbEtOeW00Tm96VkpZT2FSZEFVR2E5SnVWRGhBN05iUkZYSnVwQW1NTUhFZFJLcUNPTURwS08zbGM?oc=5,Google News RSS,sector,yes,guidance,"Mismo artículo IBD que row 17 (DAL). Headline nombra DAL y AAL, no LUV. Señal sectorial de guidance."
2026-04-22,LUV,Southwest Airlines,Southwest says 60% of customers upgraded as Q1 revenue set a record - Stock Titan,Stock Titan,https://news.google.com/rss/articles/CBMisAFBVV95cUxOMlJVOEl3TEJvUEMzY3NGRzFMZkt0RU1Fc01lcWVsaldHMHE3Tko4REpWUnlCSkpJeW56NTFDTUhZQTh3UHVYOHhCNmZRWWN6Tm1lQWQza0w5dE9GekxOQi1BaVVZOWVxMHJuSlZoYTctTDFLRGtRd2FJQlhtNEhpME4wUTVBc0ZYblJ5UjBad1gwdmtEMWpHTjZaMWZpak5PaTBWcl9nX2FlUF91ajA2bw?oc=5,Google News RSS,direct,yes,earnings,LUV nombrada. Q1 record revenue + 60% de clientes con upgrade. Señal positiva cuantificada.
2026-04-23,LUV,Southwest Airlines,"Southwest Airlines Earnings Call Shows Turnaround, Fuel Risks - TipRanks",TipRanks,https://news.google.com/rss/articles/CBMisgFBVV95cUxNUGRFU3A0RHdrS2FvSmZqaHpyOEplVVQ3SDdzR1pqaU40UHE3elZVWmJqdlk0cjQ5M1ZDcjhpdDh1b0tIVE5IcEZROEphbXZHVjF6MEM0RGUwMTFpSkI5bGVHUWk5QlZfODIzbWlTeDFtZmJkaHdVTm1PeTJyc3p2M2RleFFSdE44V09sNnAtQlB5UnBFdjAxR3JyZzMydUlRQlg5UVMyUUhLSTFVbnM5ZVB3?oc=5,Google News RSS,direct,yes,earnings,LUV nombrada. Earnings call Q1: señal de turnaround con riesgos de fuel como contrapeso.
2026-04-23,LUV,Southwest Airlines,Southwest Air falls as US airlines grapple with high fuel costs - MSN,MSN,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPWkF6TmtvY2JQSjVaZExBY085eFRWOXhwSTJVTlJFbGVVSU5aVUI2RVc5WWVhWkljN0ZEM2gzT2k0QU82UFRIWm1wMUFxZm1WcVV1d1VjbzByRnNiNFhtWnBNZXA1WGtpTVZVQ0RJN005S0VMLV9hRXB4TFpCbTFvY1FTMVNWWGw4TGFXQ3FMRzJVSmdZSHVLM1RSWTJVYUNtS0FBWnBKdGZfbUZVTTNVXzdqNzlDTkN4?oc=5,Google News RSS,noise,no,irrelevant,"LEAKAGE: ""Southwest Air falls"" es la primera palabra del headline — describe caída de precio."
2026-03-17,LUV,Southwest Airlines,War & $400M Fuel Hits Can’t Stop Delta and American’s Revenue Surge - Simple Flying,Simple Flying,https://news.google.com/rss/articles/CBMilwFBVV95cUxOVXhCdjN4X000ZktPZWZIRlhoaDZQQW92dE1FZ1FJZWVuQVA1d0NZektIekJfTGNjVjRyV0pOZWh1X3VlQXBDNjEtQ0ktMXlJbWhrRlBTcy0wbWJMc19GdEpGRVNLWWIyTEFkU0NSVTh2NS14bjRFU3VYUmhYUjAwMU1BSHlscDFQVzlLTG9lSUNwWDRNcnE4?oc=5,Google News RSS,sector,yes,war_risk,"Mismo artículo Simple Flying que row 18 (DAL). Nombra DAL y AAL, no LUV. Señal sectorial de war_risk."
2026-05-17,JBLU,JetBlue,Is JetBlue (JBLU) Recasting Its Investment Story Around Loyalty And Leisure-Focused Partnerships? - Sahm,Sahm,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPa3JJSUdPRUNUWU1CRHZQbHlVcnFmWFBXdTdvSWt1dG84aDdidmtBT2lkT0NRTEJtVzBzZ2xLZ195LUtIRzhVOXFrMmNQUzR5eTlycXFXZmp2cTFnTTdWUko2bDNaNkt5YjI2TjRYSWRZWE83M3lhR212QmlON2pDMzVHUWJZVlowTlg5Y1lrR2VjQ3BIbmw1aVpPNTBDdkk3ZDBGU1NfMDFhLXRsa0VuRVVBNjV1U2QyTFhuUFAySVBJdjEtUUcwc29QTFZSUE91MEFKYnlwUkZhZHkzQ0RR?oc=5,Google News RSS,direct,yes,guidance,JBLU nombrada. Pregunta analítica sobre cambio de estrategia hacia loyalty y leisure partnerships.
2026-05-15,JBLU,JetBlue,"Airlines tackle fuel cost surge with price hikes, outlook cuts - Reuters",Reuters,https://news.google.com/rss/articles/CBMivAFBVV95cUxPcVFyT1VQMXJxcEpmZmlhSHBuVVRCQ2NNajF3SHV3R1I5Yk9TNUZScUVzZmlCYmt6dXAyREVVRzRLRklvVFVBY3J4aGo1NHUyellvZkNscFRRZlF6QkxyaDFpRVk5eEg5ZGYtTi1UTFJyeHBmdUl0Zk4xWGR5bzE1VnVxLTEzOEFFTE9wZzYyMWNXNUw5MkJRMXhRQjJtUVhMMG1HRGRMMmFJZ0NYUzloNTJOWDBSTk5CRXBVRA?oc=5,Google News RSS,sector,yes,fuel_cost,"Artículo sectorial Reuters: ""Airlines"" plural. Mismo artículo que rows 2 (AAL) y 20 (UAL). JBLU no nombrada."
2026-04-28,JBLU,JetBlue,JetBlue Q1 2026 slides: fuel surge overshadows revenue gains - Investing.com,Investing.com,https://news.google.com/rss/articles/CBMitwFBVV95cUxQUE16dTJ4NHhTLWFXWWRCRGlkelZhT2VsSkNWV1IxdnFtdko2bXNWMFF4TWcxY1A2UEZBY1hnYWdkRnNRVklyMFNkVG5vdEN2UWkxelBWdVQwNWhNaHBPUy1XV29TcmhHVHltckNyVHhrUVNnUHNON1pfcFMyZ0VUYmdRSVhqdDlmVF9wREthbWt5UzVjbUpyQTQ3bEotOU5KT0pPOHNITnIzbDk4d2RHd3RvTldGX2c?oc=5,Google News RSS,direct,yes,earnings,JBLU nombrada. Q1 2026 slides: fuel surge como headwind vs revenue gains como positivo.
2026-03-17,AAL,American Airlines,"Delta, American Airlines Stocks Jump. They Hiked Revenue Guidance Despite Iran War. - Barron's",Barron's,https://news.google.com/rss/articles/CBMijwFBVV95cUxNcjFUY1N0Vk5lVU5SV3Z5VUhZX1l1bHdMclB3X1I4LWJaZU1DMG50WF9ETmd0SUxwaEZ5VHRsT0RxdXNrVnNfdWFHd0UtODZtTG1FT2NtTDdicDRaNTdQNXZISjN3ZDA5dGhKTzlHRGtRZnNDWFYzZWVxN1RicDRmb19kc2VWcnpCZ3BpMWNUSQ?oc=5,Google News RSS,noise,no,irrelevant,"TICKER CORREGIDO JBLU→AAL. Artículo sobre DAL y AAL. LEAKAGE: ""Stocks Jump"" revela retorno de mercado."
2026-03-17,JBLU,JetBlue,"Airlines raise revenue guidance despite rising fuel costs, citing growth in demand - CNBC",CNBC,https://news.google.com/rss/articles/CBMidEFVX3lxTFBDR1V3Q3VsVkNiYzNBcVpKVXFuOWVTVzJ0d3daNGkwZ0tCNUNQLUFBS2NuZ09QVHZoTlM5akVLcWtqNHpqY0p5S3JlLU5DVHF5R05yYlFBVHFLNkliUjhYRTVOS044TkptbjREa3R3bnB2MUV40gF6QVVfeXFMUFdmd3Y4ZmlpTEFKRGE5dFZrYUhYT3NTc3JMQXN3NWNDS3RockpacEdUSDlGdDJjYzljMDA5Mzc4NXJ5UHpuRzNPbTVzN2V3dUw5MmJfMkRpX2V4MFFsQTBNUFUxMU91VlJfazc2aG1fdFJLMnJnTUQyZFE?oc=5,Google News RSS,sector,yes,guidance,"Artículo CNBC sectorial: ""Airlines"" plural. Mismo artículo que rows 5 (AAL) y 13 (DAL). JBLU no nombrada."
2026-03-17,JBLU,JetBlue,War & $400M Fuel Hits Can’t Stop Delta and American’s Revenue Surge - Simple Flying,Simple Flying,https://news.google.com/rss/articles/CBMilwFBVV95cUxOVXhCdjN4X000ZktPZWZIRlhoaDZQQW92dE1FZ1FJZWVuQVA1d0NZektIekJfTGNjVjRyV0pOZWh1X3VlQXBDNjEtQ0ktMXlJbWhrRlBTcy0wbWJMc19GdEpGRVNLWWIyTEFkU0NSVTh2NS14bjRFU3VYUmhYUjAwMU1BSHlscDFQVzlLTG9lSUNwWDRNcnE4?oc=5,Google News RSS,sector,yes,war_risk,"Mismo artículo Simple Flying que rows 18 (DAL) y 39 (LUV). Nombra DAL y AAL, no JBLU."
2026-03-17,JBLU,JetBlue,Airlines Offer Glimpse Into Operations as Middle East Conflict Weighs on Fuel Prices - WSJ,WSJ,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOM0hHSGI1dFIzTUVWZVJIT2pySzhlWnpZN1FkcW1ReFJTVlJWYUc1MExpSnc2cEhpdnk5R21RVXRTQ3d5Mjd4eFlBOVdsSTdyLW9UM0x0TTRSOUFmakVWd1J2Y0R2c291aWY2d2pYRWx2MG1zSHhtS01XZUloT0htWUdRbUpvUjNWWkNNN2xoTjcyNEZOUjE1VzE5a1hiZjhkU20zLTh4ZzdYUFE3RGtQZkdYbVZPNk5KazNWeHhJV01oUQ?oc=5,Google News RSS,sector,yes,war_risk,Artículo sectorial WSJ sobre impacto del conflicto de Medio Oriente en operaciones y fuel. Mismo artículo que row 16 (DAL).
2026-04-28,JBLU,JetBlue,"JetBlue plans capacity cuts, fare hikes as high fuel costs widen quarterly loss - Reuters",Reuters,https://news.google.com/rss/articles/CBMirgFBVV95cUxPR3g3RHpPOUIwblliZmhMaEVkQWtzdnhNQkxrNUZIcHp3MURZaFQxNkVhUk1TRXBlS19yUEdaMmQ5SThWbWlSYkNCckh2SHdROEJhVW85Z0RwOTR6MmprRkctdFFoN0pIWlR6SG4ySW5pc3hIWWRISTBLcWd5dmprbVlYYTVNRGc4cjUtN056ejdaM08yZDRCWG5fWnl5WlR3OGJmTkM4NUpjYS1HbWc?oc=5,Google News RSS,direct,yes,fuel_cost,JBLU nombrada. Recortes de capacidad + alza de tarifas por fuel. Pérdida trimestral ampliada.
2026-04-23,JBLU,JetBlue,JBLU (JetBlue Airways Corporation) reports wider than expected Q4 2025 loss as shares rise more than six percent. - Cost Structure - UBND thành phố Hải Phòng,UBND thành phố Hải Phòng,https://news.google.com/rss/articles/CBMi5gFBVV95cUxOVENaRndpb0EzZFpoSGJ1c1l0Yk14bEhIYXlVbVh5Sng4M1pVcXZ3RG43OGFxN2FZc0dVOE5pU2s5a0l0Y25sZUlxdThxWVlXU0d4WEZrQjZaX2dtYWRCWlpFVHhBc091Zk1yUFluWWR6MTRnOWJtYnBneEdGeHNCNTlWWE05eTFhRlRTWnhmMUd1eHRDaGJkVGpHczJuZjlRVFk3US10TDZxN18wbEt0US1mNDlZOEpJRFRiT3h3MEFOMG5sNXFqcHA5cFdYRG9DMkFpd0NBaFhFMmJ5Nk1yR0ZZbU9WZw?oc=5,Google News RSS,noise,no,irrelevant,"LEAKAGE: ""shares rise more than six percent"" = retorno explícito. Fuente inválida: municipio de Hải Phòng, Vietnam."
2026-01-27,JBLU,JetBlue,JetBlue Airways Q4 Earnings Call Highlights - MarketBeat,MarketBeat,https://news.google.com/rss/articles/CBMingFBVV95cUxPdjV1bmgwT3E5ODBoaVpNNzJFdTdlQlZrS2FsWGdCWEs0WHo5RDRKT2xhSmpUSWpxVWJ6LS1qLTdMTEpMcFhTSWtPSVdLUUhuNThka0o5M01Eb3piTG96cmVudjZuOGdGc2lISUttRk5jMFduQU5Wd2NzWXVlOGdiSFVyZ1NYaUp6RzN4bDJ6WjJ3UTFOckRLdHhsWFJyZw?oc=5,Google News RSS,noise,no,irrelevant,"Headline genérico ""Q4 Earnings Call Highlights"" sin número ni dirección. FinBERT no extrae señal."
2026-05-05,ULCC,Frontier Airlines,Frontier Group (NASDAQ: ULCC) posts Q1 loss but record revenue - Stock Titan,Stock Titan,https://news.google.com/rss/articles/CBMitwFBVV95cUxNVkhyWlVhUzNnSVpnaDNpU0JlbHh3MjFjSVNaWEtDRnBaOU5fOGFwMjVBTW02ZVRUX3lybk93OTJjMDBndnY4eGVuOUdIeExoTk9WOTF3MUpfLWxJbWUyMGtTVEhTMENJdkpCbzFiWG5OQjl5Q09GaVBid1hHajZCY0NGLTBLUzZYS0ZBMXZqLTFzTFRZYVFtd19KZHdfTTlhUER4OXdJNV83MG4yc01hOFNVZkxPa1k?oc=5,Google News RSS,direct,yes,earnings,ULCC nombrada. Q1: pérdida registrada + record revenue. Señal mixta cuantificada con dos direcciones.
2026-03-17,ULCC,Frontier Airlines,Frontier Group updates first quarter loss guidance amid higher fuel costs - Investing.com,Investing.com,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOYzAxcGpZTmw1UkdIakhPREl6NHR0TEFxUkJjYnQ5aFZqYnVBUURqYVowelhHVlF0bGFmaDBLNEVqcFMwRlZHZWRYVlVhMlRrZFI4bHhCcVljYlBrNWRXUDZiYW9FcUlKaF9JSzRsU094MWx2cUY5YmgyZEstLUhzSEJ0bkNMX01hTkJVeWVKTWh0V3FiQnE2XzVkdy00QVIyZmM4MDBPMTE4d1Z0eEo3YWRCWkFDTl9jd056VkZxV2NrUkFncVdkUg?oc=5,Google News RSS,direct,yes,fuel_cost,ULCC nombrada. Actualización de loss guidance Q1 por higher fuel costs. Señal negativa.
2026-03-17,ULCC,Frontier Airlines,"Frontier revises Q1 profit outlook on higher fuel, sees 'significant' revenue performance - MSN",MSN,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOTkVFU3U3SXo5cWxRc3BIb0FkWTIwSEtwa2hSU19KUU9SSGdSSzFvdGJzR2h3aUN2eXEzSTJPOXZQa2l5ci01VXlzcjNuY1poR1hPNmxIbmtaNVZSUTc1QjNiYW8xYmlKTGgxaWwxQmhkUHZ6SHUtY0hiQ3JVMmxmajF3MF9WYVlmY1ptWEpwVkJNMHFPb2dHSzlmSDJmM21RVGxjWWxoWmFEWEtDOXF1NHVyRUFkRTBzaWktX1dqYjkxV3RTUWU4MVNSWVpQZm5walE?oc=5,Google News RSS,direct,yes,fuel_cost,"ULCC nombrada. Revisión de profit outlook Q1 por fuel. Revenue ""significant"" como contrapeso positivo."
2026-03-17,ULCC,Frontier Airlines,Frontier (ULCC) boosts Q1 2026 revenue outlook but faces higher fuel costs - Stock Titan,Stock Titan,https://news.google.com/rss/articles/CBMitwFBVV95cUxNOGc4c2x6ZV9sNXZMNExfb0pRSXZudUFXdVMzWFNXaldndllNdG42NUs5TXZqSi1WOGdteTBrR3ZMNkRLN1FmcTFmWTdaWEVxNzFxRnNxUmNKZWl5QXpDWEhraGpReE9PR2xGdEdlWUExNjNZSEc3amxJRXJETXplZ1FrQ3NfNDgySnZHY01rNDRjVzRhMDhVak1RU1BjZ3ZZN0w5d18zVWQ5YjRtSmZVQXp4NXJ3bGs?oc=5,Google News RSS,direct,yes,fuel_cost,ULCC nombrada. Revenue outlook al alza Q1 (positivo) pero fuel es riesgo explícito (negativo).
2026-03-17,ULCC,Frontier Airlines,Frontier Group Reaffirms Q1 Outlook Amid Fuel Headwinds - TipRanks,TipRanks,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQZk5VVHhuWi1XeVZ1LXhxbHRZRXN3WDFkZWZCT0Q4V01zcDdhTUNLQjBQU01VWVkzS0FDWVBTUDBVRVc1SlhOMzcxMnFTVWhFVDlCUkdGekpXTGpIN2gteUtac0ZCM1N0cVdfQU1WdW1vaVN3NjhGTDd5V2dPc0x6ZUs4X1d3YXV0NndGbU5LLWpKWU5CX3RIZEtMRnB4VWdhMUZZdVhNMlFVczg?oc=5,Google News RSS,direct,yes,guidance,ULCC nombrada. Reafirmación de Q1 outlook ante fuel headwinds. Señal neutra-positiva.
2025-11-05,ULCC,Frontier Airlines,Frontier Airlines Reports Third Quarter 2025 Financial Results - PR Newswire,PR Newswire,https://news.google.com/rss/articles/CBMiugFBVV95cUxPQkstTjhEZ2FZVVVPc2lGbkVRNGNDdTBkQWVLc3BOTk8ybTBGT0RmV3JGS0FlcmRxdTRKOFE0Tkdkai1FbWo3WkJYbUloTmtBUmN6bWFIcVQ5ODRIbEVQbGFpWGRrMXY5bEg2Rk9NXzM3TDFDS0pWY0pwN0ZSV0JINzB1NU1haUFXTDdVc0xMZ2tqTE11dTI5dW9pSnZCZE15VklhbjNpcnE1WVlMV0NBTFI1MGg0VllRcXc?oc=5,Google News RSS,noise,no,irrelevant,"Anuncio genérico PR Newswire: ""Reports Financial Results"" sin número ni dirección. FinBERT no extrae señal."
2025-11-05,ULCC,Frontier Airlines,Earnings call transcript: Frontier Group Holdings Q3 2025 surprises with stock surge - Investing.com,Investing.com,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOYXdJakp5WklaT3JmWThDcFg1bmdaVWpSV2tKQTZTanVyRHZHa0laSzFrOGR2dUxWYXFxZnVBc2FLc1Y1YlNUczRQRGFjdkdvWDE3Y1kwSDM5RjBjcVpobEdFYkpwWVg5dnJDem4tY3BFM3VTRXdGSjZ1SG44VGduZWpjenpPYk12cDFKdlBVTHhhTWY5SVY4MTFyRE9ZLUdNMzRSRkZkLVZ0cVowaE9jS1ZQbEd4S0Z6ZHlHQTJWUGhHS2JkaEU2NWtsTFllM1RreFlQUXBn?oc=5,Google News RSS,noise,no,irrelevant,"LEAKAGE: ""stock surge"" en headline describe movimiento positivo de precio de acción."
2026-05-05,ULCC,Frontier Airlines,"Frontier Airlines Q1 2026 earnings: record revenue, wider loss - qz.com",qz.com,https://news.google.com/rss/articles/CBMiekFVX3lxTE9WbzdXSXMwNkRsbWhXdUFidkJqMHktRlJ3SjlsNFZVbW1WeXlqMzdrMHhkejFHVWxXUGJEWXM4d0pXVEp6RFlVbVpYQnBQQU9WeFExeFQ3cVRaSmhZdXdEQ3pZZXJDeG9uNXJjUTM1SldETThnNWxjbGN3?oc=5,Google News RSS,direct,yes,earnings,ULCC nombrada. Q1 2026: record revenue (positivo) + wider loss (negativo). Señal cuantificada con dos drivers.
2026-03-29,ULCC,Frontier Airlines,Unpacking Q4 Earnings: Frontier (NASDAQ:ULCC) In The Context Of Other Consumer Discretionary - Travel and Vacation Providers Stocks - TradingView,TradingView,https://news.google.com/rss/articles/CBMilgJBVV95cUxOekRKWS1IR21zMFRjdVo1a2FtMm5qTDkxT0FOSzlobFFUejFaaXNxYUVWc053TlJlYll6ZHFuQkxsQ2pLSEwyYWUzRmhtbnJRZ2J2eHBTTzFFQ3VudlRJa0dpLUNEOHI4c1dlZ0drem41NUotSHFoVmZrcERtVXlXa2RILXIzWVBvY1NJdHM0Qno1cWpFV3R5WW9DR0RHYkptQkhsT1pLYndYSS04TlliLVBTZnpwNENmWVJQanM2TDJkWU5zdkMtdHBFeVVESE40SDRnNGJzUUlEbDhFY20xOWtxZTN1dmJnQ3E5Y09HdVIwblIzaEd3aFZqanRDYWxQZ2NWLUZnQTBiVWIxZ3kzQ3FEVlpqZw?oc=5,Google News RSS,indirect,yes,earnings,"ULCC nombrada en análisis comparativo vs sector Consumer Discretionary. Contexto relativo, no noticia directa."
2026-03-18,ULCC,Frontier Airlines,"Frontier Group Holdings, Inc. (ULCC) 8-K Filing Details, Company Information, and NASDAQ Listing - Minichart",Minichart,https://news.google.com/rss/articles/CBMiywFBVV95cUxPckpyd1hpOHdOeWp4MW1oam95NXpFYTFYWVBuQlJRQTJscmNVZE96akpicVRFUV9DYXhWZ1YwRm9nZ1U1cHZYN0FOOTZ6WEtmZ0xDTUt0WTdTVVRud3hvQ0RPWVdGbEM1NXlWNUJxd0Zpb0xBYWFlVGNHUWlxWW1sY3J3NUxHRFp1cWtLRmhkLU1MdHFEemVkTmJmcXBaRThRV0JjanQzQUhNYllVMGo4QVdFcnVhdG4zRWU2ZHRoSUpZaHZRNnFKZHg1NA?oc=5,Google News RSS,noise,no,irrelevant,Ficha técnica 8-K sobre detalles de listing en NASDAQ. Sin contenido de señal financiera para el modelo.
